user_id,transaction_description,category_name
YOUR_USER_ID_HERE,DANSE  CHAOS DANCE,Afterschool
YOUR_USER_ID_HERE,DANSE CHAOS,Afterschool
YOUR_USER_ID_HERE,DANSE CHAOS DANCE,Afterschool
YOUR_USER_ID_HERE,DAYCARE,Afterschool
YOUR_USER_ID_HERE,GARDERIE LA MARELLE DAYCARE,Afterschool
YOUR_USER_ID_HERE,LA MARELLE,Afterschool
YOUR_USER_ID_HERE,LE GARDE,Afterschool
YOUR_USER_ID_HERE,LE GARDE AMIS,Afterschool
YOUR_USER_ID_HERE,LE GARDE AMIS INC,Afterschool
YOUR_USER_ID_HERE,LE GARDE AMIS INC.,Afterschool
YOUR_USER_ID_HERE,AUTOCREDIT,Autocredit
YOUR_USER_ID_HERE,LOAN PAYMENT,Autocredit
YOUR_USER_ID_HERE,#379  SPORT CHEK,Clothes
YOUR_USER_ID_HERE,#379 SPORT CHEK DIEPP,Clothes
YOUR_USER_ID_HERE,ADIDAS,Clothes
YOUR_USER_ID_HERE,ADIDAS CA,Clothes
YOUR_USER_ID_HERE,AERIE,Clothes
YOUR_USER_ID_HERE,APOS EDDIE BAUER CAN DIEPPE,Clothes
YOUR_USER_ID_HERE,APOS H M CA #049 - C     DIEPP,Clothes
YOUR_USER_ID_HERE,APOS HS EMPIRE DIEPP,Clothes
YOUR_USER_ID_HERE,APOS LAWTONS #147        MONCT,Clothes
YOUR_USER_ID_HERE,APOS SQ *EMILY DOWE      MONCT,Clothes
YOUR_USER_ID_HERE,ARDENE,Clothes
YOUR_USER_ID_HERE,BANANA REPUBLIC,Clothes
YOUR_USER_ID_HERE,BASS PRO SHOP,Clothes
YOUR_USER_ID_HERE,BASS PRO SHOP #84 DIEPPE,Clothes
YOUR_USER_ID_HERE,"BASS PRO SHOP #84 DIEPPE, NB",Clothes
YOUR_USER_ID_HERE,BENTLEY #055 DIEPPE,Clothes
YOUR_USER_ID_HERE,COSTO CLOTHES,Clothes
YOUR_USER_ID_HERE,DSW #535,Clothes
YOUR_USER_ID_HERE,DSW #535 MONCTON,Clothes
YOUR_USER_ID_HERE,DYNAMITE,Clothes
YOUR_USER_ID_HERE,ENVY,Clothes
YOUR_USER_ID_HERE,H&M,Clothes
YOUR_USER_ID_HERE,"H&M HENNES & MAURITZ I TORONTO, ON",Clothes
YOUR_USER_ID_HERE,HM,Clothes
YOUR_USER_ID_HERE,HM HENNES MAURITZ,Clothes
YOUR_USER_ID_HERE,HM HENNES MAURITZ I TORONTO,Clothes
YOUR_USER_ID_HERE,"HM HENNES MAURITZ I TORONTO, ON",Clothes
YOUR_USER_ID_HERE,"HOPEWELL ROCKS HOPEWELL CAPE, NB",Clothes
YOUR_USER_ID_HERE,"HS EMPIRE DIEPPE, NB",Clothes
YOUR_USER_ID_HERE,LULULEMONCOM*,Clothes
YOUR_USER_ID_HERE,"MARSHALLS 730 MONCTON, NB",Clothes
YOUR_USER_ID_HERE,ROOTS,Clothes
YOUR_USER_ID_HERE,"RW & CO. #2205 DIEPPE, NB",Clothes
YOUR_USER_ID_HERE,SHEENPLACE COM,Clothes
YOUR_USER_ID_HERE,SKECHERS,Clothes
YOUR_USER_ID_HERE,SPIRIT HALLOWEEN,Clothes
YOUR_USER_ID_HERE,SQ *FRANCA RHYTHMIC GYMNA,Clothes
YOUR_USER_ID_HERE,TOMMY HILFIGER #725 MONCTON,Clothes
YOUR_USER_ID_HERE,"TOMMY HILFIGER TORONTO, ON",Clothes
YOUR_USER_ID_HERE,"WWW COSTCO CA 888-426-7826, ON",Clothes
YOUR_USER_ID_HERE,ZARA,Clothes
YOUR_USER_ID_HERE,ZARA.COM FREDERICTON,Clothes
YOUR_USER_ID_HERE,"ZARA.COM FREDERICTON, NB",Clothes
YOUR_USER_ID_HERE,APOS ALDO #1121          DIEPP,Food
YOUR_USER_ID_HERE,APOS ARDENE #083         DIEPP,Food
YOUR_USER_ID_HERE,APOS COOP DE DIEPPE      DIEPP,Food
YOUR_USER_ID_HERE,APOS COOP DE DIEPPE DIEPP,Food
YOUR_USER_ID_HERE,APOS COOP DE DIEPPE DIEPPE NBCA,Food
YOUR_USER_ID_HERE,APOS COSTCO WHOLESAL MONCT,Food
YOUR_USER_ID_HERE,APOS DAVID'S TEA #01     DIEPP,Food
YOUR_USER_ID_HERE,APOS NAYAX CANADA IN FREDE,Food
YOUR_USER_ID_HERE,APOS SOBEYS #515 DIEPP,Food
YOUR_USER_ID_HERE,APOS SQ *BMM CANTEEN DIEPP,Food
YOUR_USER_ID_HERE,APOS TASTE OF HOMELA     MONCT,Food
YOUR_USER_ID_HERE,APOS THE HOME DEPOT MONCT,Food
YOUR_USER_ID_HERE,APOS WALMART STORE #     DIEPP,Food
YOUR_USER_ID_HERE,APOS WALMART STORE #     MONCT,Food
YOUR_USER_ID_HERE,APOS WALMART STORE # DIEPP,Food
YOUR_USER_ID_HERE,APOS WALMART STORE # DIEPPE NBCA,Food
YOUR_USER_ID_HERE,COOP,Food
YOUR_USER_ID_HERE,COOP DE DIEPPE,Food
YOUR_USER_ID_HERE,COOP DE DIEPPE DIEPP,Food
YOUR_USER_ID_HERE,"COOP DE DIEPPE DIEPPE, NB",Food
YOUR_USER_ID_HERE,COOP DIEPPE,Food
YOUR_USER_ID_HERE,DAVID'S TEA,Food
YOUR_USER_ID_HERE,DOLMA FOOD MONCTON,Food
YOUR_USER_ID_HERE,HARDY S PRODUCE MONCTON,Food
YOUR_USER_ID_HERE,"HARDY S PRODUCE MONCTON, NB",Food
YOUR_USER_ID_HERE,MONCTON  SUPERSTORE 350,Food
YOUR_USER_ID_HERE,MONCTON SUPERSTORE,Food
YOUR_USER_ID_HERE,MONCTON SUPERSTORE 350 MONCTON,Food
YOUR_USER_ID_HERE,"MONCTON SUPERSTORE 350 MONCTON, NB",Food
YOUR_USER_ID_HERE,MONCTON TRINITY SUPERS,Food
YOUR_USER_ID_HERE,"NBCC - BOOKSTORE MONCTON, NB",Food
YOUR_USER_ID_HERE,RASS,Food
YOUR_USER_ID_HERE,RASS  7526,Food
YOUR_USER_ID_HERE,RASS 7526,Food
YOUR_USER_ID_HERE,RASS 7526 DIEPPE,Food
YOUR_USER_ID_HERE,"RASS 7526 DIEPPE, NB",Food
YOUR_USER_ID_HERE,SOBEYS,Food
YOUR_USER_ID_HERE,"SOBEYS #348 MONCTON, NB",Food
YOUR_USER_ID_HERE,SOBEYS #515 DIEPPE,Food
YOUR_USER_ID_HERE,SOBEYS #756 MONCTON,Food
YOUR_USER_ID_HERE,"SOBEYS #756 MONCTON, NB",Food
YOUR_USER_ID_HERE,SQ *LA FACTRIE MONCTON NB,Food
YOUR_USER_ID_HERE,SQ *LA MAISON DE JEUNE   DIEPP,Food
YOUR_USER_ID_HERE,SUPERSTORE,Food
YOUR_USER_ID_HERE,TASTE OF HOMELAND,Food
YOUR_USER_ID_HERE,TASTE OF HOMELAND MONCTON,Food
YOUR_USER_ID_HERE,"TASTE OF HOMELAND MONCTON, NB",Food
YOUR_USER_ID_HERE,WAL-MART #3056 DIEPPE,Food
YOUR_USER_ID_HERE,"WAL-MART #3056 DIEPPE, NB",Food
YOUR_USER_ID_HERE,WAL-MART #3659 MONCTON,Food
YOUR_USER_ID_HERE,"WAL-MART ONLINE PHOTO MISSISSAUGA, ON",Food
YOUR_USER_ID_HERE,WAL*MART CANADA INC,Food
YOUR_USER_ID_HERE,WALMART,Food
YOUR_USER_ID_HERE,WITHDRAWAL FREE INTERAC,Food
YOUR_USER_ID_HERE,APOS COSTCO WHOLESAL     MONCT,Food/Costco
YOUR_USER_ID_HERE,COSTCO,Food/Costco
YOUR_USER_ID_HERE,COSTCO  WHOLESALE W1345,Food/Costco
YOUR_USER_ID_HERE,COSTCO WHOLESALE,Food/Costco
YOUR_USER_ID_HERE,COSTCO WHOLESALE W1345,Food/Costco
YOUR_USER_ID_HERE,COSTCO WHOLESALE W1345   MONCT,Food/Costco
YOUR_USER_ID_HERE,COSTCO WHOLESALE W1345 MONCT,Food/Costco
YOUR_USER_ID_HERE,COSTCO WHOLESALE W1345 MONCTO,Food/Costco
YOUR_USER_ID_HERE,COSTCO WHOLESALE W1345 MONCTON,Food/Costco
YOUR_USER_ID_HERE,COSTCO WHOLESALE W1345 MONCTON NBCA,Food/Costco
YOUR_USER_ID_HERE,"COSTCO WHOLESALE W1345 MONCTON, NB",Food/Costco
YOUR_USER_ID_HERE,CIRCLE K / IRVI SAINT,Fuel
YOUR_USER_ID_HERE,CIRCLE K / IRVING #202 DIEPP,Fuel
YOUR_USER_ID_HERE,CIRCLE K / IRVING #2084 TRURO NS,Fuel
YOUR_USER_ID_HERE,CIRCLE K / IRVING QPS,Fuel
YOUR_USER_ID_HERE,CIRCLE K / IRVING QPS #2PETITCODIAC NB,Fuel
YOUR_USER_ID_HERE,COSTCO  GAS W1345,Fuel
YOUR_USER_ID_HERE,COSTCO GAS,Fuel
YOUR_USER_ID_HERE,COSTCO GAS W1345,Fuel
YOUR_USER_ID_HERE,COSTCO GAS W1345         MONCT,Fuel
YOUR_USER_ID_HERE,COSTCO GAS W1345 MONCT,Fuel
YOUR_USER_ID_HERE,COSTCO GAS W1345 MONCTON,Fuel
YOUR_USER_ID_HERE,COSTCO GAS W1345 MONCTON NBCA,Fuel
YOUR_USER_ID_HERE,"COSTCO GAS W1345 MONCTON, NB",Fuel
YOUR_USER_ID_HERE,COUCHE TARD - QUEBEC QC,Fuel
YOUR_USER_ID_HERE,IRVING,Fuel
YOUR_USER_ID_HERE,PETRO CANADA,Fuel
YOUR_USER_ID_HERE,ULTRAMAR,Fuel
YOUR_USER_ID_HERE,ULTRAMAR #12651,Fuel
YOUR_USER_ID_HERE,NSLC,Government Loan
YOUR_USER_ID_HERE,NSLSC,Government Loan
YOUR_USER_ID_HERE,AMIFADES BARBER SHEDI,Haircut
YOUR_USER_ID_HERE,AMIFADES BARBER SHEDI,Haircut
YOUR_USER_ID_HERE,APOS HALF TIME DIEPP,Haircut
YOUR_USER_ID_HERE,APOS HALF TIME DIEPPE NBCA,Haircut
YOUR_USER_ID_HERE,APOS LE BARBU            DIEPP,Haircut
YOUR_USER_ID_HERE,CHARLES STEVENS HA,Haircut
YOUR_USER_ID_HERE,HAIRCUT,Haircut
YOUR_USER_ID_HERE,HALF TIME,Haircut
YOUR_USER_ID_HERE,HALF TIME DIEPPE NBCA,Haircut
YOUR_USER_ID_HERE,MAVERICK BARBER,Haircut
YOUR_USER_ID_HERE,MAVERICK BARBER MUSQU,Haircut
YOUR_USER_ID_HERE,SQ *506NICOLE SAINT-ANTOINE,Haircut
YOUR_USER_ID_HERE,SQ *CHARLES STE MONCTON NBCA,Haircut
YOUR_USER_ID_HERE,SQ *CHARLES STEVENS,Haircut
YOUR_USER_ID_HERE,SQ CHARLES STEVENS,Haircut
YOUR_USER_ID_HERE,AMAZON,Household items/Car
YOUR_USER_ID_HERE,AMZN  MKTP CA,Household items/Car
YOUR_USER_ID_HERE,AMZN MKTP,Household items/Car
YOUR_USER_ID_HERE,APOS CANADIAN TIRE,Household items/Car
YOUR_USER_ID_HERE,APOS CANADIAN TIRE # MONCT,Household items/Car
YOUR_USER_ID_HERE,APOS DOLLARAMA # 156     MONCT,Household items/Car
YOUR_USER_ID_HERE,APOS DOLLARAMA #1020     DIEPP,Household items/Car
YOUR_USER_ID_HERE,APOS DOLLARAMA #1020 DIEPP,Household items/Car
YOUR_USER_ID_HERE,APOS DOLLARAMA #1020 DIEPPE,Household items/Car
YOUR_USER_ID_HERE,APOS DOLLARAMA #1020 DIEPPE NBCA,Household items/Car
YOUR_USER_ID_HERE,APOS DOLLARAMA #1365     DIEPP,Household items/Car
YOUR_USER_ID_HERE,APOS DOLLARAMA #1365 DIEPP,Household items/Car
YOUR_USER_ID_HERE,APOS DOLLARAMA #1428 MONCT,Household items/Car
YOUR_USER_ID_HERE,APOS ECLIPSE #041        DIEPP,Household items/Car
YOUR_USER_ID_HERE,APOS KENT HARRISVILL,Household items/Car
YOUR_USER_ID_HERE,APOS KENT HARRISVILL     MONCT,Household items/Car
YOUR_USER_ID_HERE,APOS KENT HARRISVILL MONCT,Household items/Car
YOUR_USER_ID_HERE,APOS MICHAELS #3939 MONCT,Household items/Car
YOUR_USER_ID_HERE,APOS RUBBER DUCK CAR     DEIPP,Household items/Car
YOUR_USER_ID_HERE,APOS RUBBER DUCK CAR DEIPPE,Household items/Car
